391156,180376,244081,219731,198004,686872,421048,203455,346669,279551,231008,222718,308151,319308,245384,299743,317523,337982,243751,189270
680854,267554,215522,177442,193356,345435,291436,204353,169217,362166,268641,278039,207968,170928,276910,1030315,619222,223063,424450,324888
234748,256185,279786,306812,176511,285427,235092,657725,580101,2150176,224050,223939,197473,246562,498363,478825,168693,196002,266430,207532
222985,263840,181790,234900,350152,173211,271133,227887,192675,291566,353599,258137,217142,193393,313026,195355,183597,233600,424121,236340
222717,278117,230823,234443,378586,721540,279297,187144,180456,250193,331800,433940,260481,231825,203486,169532,177316,215991,249790,254092
202594,435217,633443,194150,263839,241550,395135,191192,188052,190515,336809,263748,312280,515802,207631,236505,304734,337860,232393,169535
453350,256030,400199,184886,378361,273568,258297,247975,428335,196633,390356,196475,221850,221321,248326,165484,184992,356109,184869,595838
269686,428417,415277,596170,257401,362889,299887,309838,309197,271102,357953,208805,229567,216103,200157,217754,285372,346273,260824,219257
258685,256660,594440,245653,223383,318058,278882,253877,357999,244525,340121,234727,160803,247036,200300,211372,275337,171001,385742,249625
532000,237512,448072,210084,310658,282093,201188,404336,323921,211764,223888,295211,218318,289658,171372,551733,1315075,329997,328078,315370
470787,185615,656613,247775,185168,301222,262601,203051,200854,364644,353528,775103,179488,215028,320379,287868,428751,385632,291333,245354
187467,216555,250170,230941,283406,185475,289254,227486,783088,187670,320592,256955,190764,686905,201386,192598,212714,206121,201267,305995
362471,217247,269580,254079,291798,321092,198757,168167,185464,471443,244586,220134,234694,481021,281839,187792,185923,282675,523608,298540
259890,181485,386988,217978,352254,343309,196004,327490,289715,173389,186230,268988,365762,178549,254814,170101,301173,220354,323294,419541
184270,186757,328344,256886,179245,181955,352060,177380,238876,183845,226768,347958,241996,227277,283687,195577,176258,181367,231543,173671
345049,331535,300384,258468,162628,298720,185363,175874,378185,489019,200574,159415,196931,192166,190643,170457,305801,391062,289307,488776
244441,216816,271792,239644,184232,291806,206202,292543,186141,247515,271191,196406,213961,179880,205659,392877,548898,161653,216102,182732
165211,242461,176942,412635,431371,218779,193116,801465,264046,167763,238303,280881,431365,403998,262805,269398,325965,308656,193362,365344
270620,191517,389649,216109,187507,178097,292289,687887,215958,220548,205513,289991,194267,213267,282690,217003,249763,290742,160432,162014
330625,479964,300714,164991,512599,208444,238822,187960,338176,238020,282603,224549,199384,222388,548275,254581,191874,203629,392725,249842
